Unbiased Characterization of Node Pairs over Large Graphs,Pinghui Wang (Huawei);Junzhou Zhao (Xi'an Jiaotong University);John C. S. Lui (The Chinese University of Hong Kong);Don Towsley (University of Massachusetts Amherst);Xiaohong Guan (Xi'an Jiaotong University);,"2114181251,2128573971,2045404162,2177075905,2119048549","Characterizing user pair relationships is important for applications such as friend recommendation and interest targeting in online social networks (OSNs). Due to the large-scale nature of such networks, it is infeasible to enumerate all user pairs and thus sampling is used. In this article, we show that it is a great challenge for OSN service providers to characterize user pair relationships, even when they possess the complete graph topology. The reason is that when sampling techniques (i.e., uniform vertex sampling (UVS) and random walk (RW)) are naively applied, they can introduce large biases, particularly for estimating similarity distribution of user pairs with constraints like existence of mutual neighbors, which is important for applications such as identifying network homophily. Estimating statistics of user pairs is more challenging in the absence of the complete topology information, as an unbiased sampling technique like UVS is usually not allowed and exploring the OSN graph topology is expensive. To address these challenges, we present unbiased sampling methods to characterize user pair properties based on UVS and RW techniques. We carry out an evaluation of our methods to show their accuracy and efficiency. Finally, we apply our methods to three OSNs—Foursquare, Douban, and Xiami—and discover that significant homophily is present in these networks.",2015,ACM Transactions on Knowledge Discovery From Data volume 9 issue 3 pp 22,random walk;social network;data mining;machine learning;statistics;mathematics;
Hierarchical Bayesian Inference and Recursive Regularization for Large-Scale Classification,Siddharth Gopal (Carnegie Mellon University);Yiming Yang (Carnegie Mellon University);,"2128212913,2159253281","In this article, we address open challenges in large-scale classification, focusing on how to effectively leverage the dependency structures (hierarchical or graphical) among class labels, and how to make the inference scalable in jointly optimizing all model parameters. We propose two main approaches, namely the hierarchical Bayesian inference framework and the recursive regularization scheme. The key idea in both approaches is to reinforce the similarity among parameter across the nodes in a hierarchy or network based on the proximity and connectivity of the nodes. For scalability, we develop hierarchical variational inference algorithms and fast dual coordinate descent training procedures with parallelization. In our experiments for classification problems with hundreds of thousands of classes and millions of training instances with terabytes of parameters, the proposed methods show consistent and statistically significant improvements over other competing approaches, and the best results on multiple benchmark datasets for large-scale classification.",2015,ACM Transactions on Knowledge Discovery From Data volume 9 issue 3 pp 18,bayesian probability;data mining;pattern recognition;machine learning;statistics;computer science;
Querying Discriminative and Representative Samples for Batch Mode Active Learning,Zheng Wang (Arizona State University);Jieping Ye (Arizona State University);,"2701179173,2305258894","Empirical risk minimization (ERM) provides a principled guideline for many machine learning and data mining algorithms. Under the ERM principle, one minimizes an upper bound of the true risk, which is approximated by the summation of empirical risk and the complexity of the candidate classifier class. To guarantee a satisfactory learning performance, ERM requires that the training data are i.i.d. sampled from the unknown source distribution. However, this may not be the case in active learning, where one selects the most informative samples to label, and these data may not follow the source distribution. In this article, we generalize the ERM principle to the active learning setting. We derive a novel form of upper bound for the true risk in the active learning setting; by minimizing this upper bound, we develop a practical batch mode active learning method. The proposed formulation involves a nonconvex integer programming optimization problem. We solve it efficiently by an alternating optimization method. Our method is shown to query the most informative samples while preserving the source distribution as much as possible, thus identifying the most uncertain and representative queries. We further extend our method to multiclass active learning by introducing novel pseudolabels in the multiclass case and developing an efficient algorithm. Experiments on benchmark datasets and real-world applications demonstrate the superior performance of our proposed method compared to state-of-the-art methods.",2015,ACM Transactions on Knowledge Discovery From Data volume 9 issue 3 pp 17,stability;empirical risk minimization;active learning;active learning;semi supervised learning;data mining;pattern recognition;machine learning;statistics;computer science;
Pairwised Specific Distance Learning from Physical Linkages,Juhua Hu (Nanjing University);De-Chuan Zhan (Nanjing University);Xintao Wu (University of Arkansas);Yuan Jiang (Nanjing University);Zhi-Hua Zhou (Nanjing University);,"2160078699,2131836931,2623789330,2100145838,2286237009","In real tasks, usually a good classification performance can only be obtained when a good distance metric is obtained; therefore, distance metric learning has attracted significant attention in the past few years. Typical studies of distance metric learning evaluate how to construct an appropriate distance metric that is able to separate training data points from different classes or satisfy a set of constraints (e.g., must-links and/or cannot-links). It is noteworthy that this task becomes challenging when there are only limited labeled training data points and no constraints are given explicitly. Moreover, most existing approaches aim to construct a global distance metric that is applicable to all data points. However, different data points may have different properties and may require different distance metrics. We notice that data points in real tasks are often connected by physical links (e.g., people are linked with each other in social networks; personal webpages are often connected to other webpages, including nonpersonal webpages), but the linkage information has not been exploited in distance metric learning. In this article, we develop a pairwised specific distance (PSD) approach that exploits the structures of physical linkages and in particular captures the key observations that nonmetric and clique linkages imply the appearance of different or unique semantics, respectively. It is noteworthy that, rather than generating a global distance, PSD generates different distances for different pairs of data points; this property is desired in applications involving complicated data semantics. We mainly present PSD for multi-class learning and further extend it to multi-label learning. Experimental results validate the effectiveness of PSD, especially in the scenarios in which there are very limited labeled training data points and no explicit constraints are given.",2015,ACM Transactions on Knowledge Discovery From Data volume 9 issue 3 pp 20,semi supervised learning;data mining;artificial intelligence;machine learning;mathematics;
On Data Publishing with Clustering Preservation,Michail Vlachos (IBM);Johannes Schneider (IBM);Vassilios G. Vassiliadis (IBM);,"2146138755,2306252458,2229061546","The emergence of cloud-based storage services is opening up new avenues in data exchange and data dissemination. This has amplified the interest in right-protection mechanisms to establish ownership in the event of data leakage. Current right-protection technologies, however, rarely provide strong guarantees on dataset utility after the protection process. This work presents techniques that explicitly address this topic and provably preserve the outcome of certain mining operations. In particular, we take special care to guarantee that the outcome of hierarchical clustering operations remains the same before and after right protection. Our approach considers all prevalent hierarchical clustering variants: single-, complete-, and average-linkage. We imprint the ownership in a dataset using watermarking principles, and we derive tight bounds on the expansion/contraction of distances incurred by the process. We leverage our analysis to design fast algorithms for right protection without exhaustively searching the vast design space. Finally, because the right-protection process introduces a user-tunable distortion on the dataset, we explore the possibility of using this mechanism for data obfuscation. We quantify the tradeoff between obfuscation and utility for spatiotemporal datasets and discover very favorable characteristics of the process. An additional advantage is that when one is interested in both right-protecting and obfuscating the original data values, the proposed mechanism can accomplish both tasks simultaneously.",2015,ACM Transactions on Knowledge Discovery From Data volume 9 issue 3 pp 23,restricted isometry property;digital watermarking;theoretical computer science;computer security;data mining;machine learning;statistics;computer science;
Efficiently Estimating Motif Statistics of Large Networks,Pinghui Wang (Huawei);John C. S. Lui (The Chinese University of Hong Kong);Bruno F. Ribeiro (Carnegie Mellon University);Don Towsley (University of Massachusetts Amherst);Junzhou Zhao (Xi'an Jiaotong University);Xiaohong Guan (Xi'an Jiaotong University);,"2114181251,2045404162,2249226172,2177075905,2128573971,2119048549","Exploring statistics of locally connected subgraph patterns (also known as network motifs) has helped researchers better understand the structure and function of biological and Online Social Networks (OSNs). Nowadays, the massive size of some critical networks—often stored in already overloaded relational databases—effectively limits the rate at which nodes and edges can be explored, making it a challenge to accurately discover subgraph statistics. In this work, we propose sampling methods to accurately estimate subgraph statistics from as few queried nodes as possible. We present sampling algorithms that efficiently and accurately estimate subgraph properties of massive networks. Our algorithms require no precomputation or complete network topology information. At the same time, we provide theoretical guarantees of convergence. We perform experiments using widely known datasets and show that, for the same accuracy, our algorithms require an order of magnitude less queries (samples) than the current state-of-the-art algorithms.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 8,random walk;social network;theoretical computer science;social science;data mining;machine learning;mathematics;
User Vulnerability and Its Reduction on a Social Networking Site,Pritam Gundecha (Arizona State University);Geoffrey Barbier (Air Force Research Laboratory);Jiliang Tang (Arizona State University);Huan Liu (Arizona State University);,"1214756773,2151048714,2147392410,2122391114","Privacy and security are major concerns for many users of social media. When users share information (e.g., data and photos) with friends, they can make their friends vulnerable to security and privacy breaches with dire consequences. With the continuous expansion of a user’s social network, privacy settings alone are often inadequate to protect a user’s profile. In this research, we aim to address some critical issues related to privacy protection: (1) How can we measure and assess individual users’ vulnerabilityq (2) With the diversity of one’s social network friends, how can one figure out an effective approach to maintaining balance between vulnerability and social utilityq In this work, first we present a novel way to define vulnerable friends from an individual user’s perspective. User vulnerability is dependent on whether or not the user’s friends’ privacy settings protect the friend and the individual’s network of friends (which includes the user). We show that it is feasible to measure and assess user vulnerability and reduce one’s vulnerability without changing the structure of a social networking site. The approach is to unfriend one’s most vulnerable friends. However, when such a vulnerable friend is also socially important, unfriending him or her would significantly reduce one’s own social status. We formulate this novel problem as vulnerability minimization with social utility constraints. We formally define the optimization problem and provide an approximation algorithm with a proven bound. Finally, we conduct a large-scale evaluation of a new framework using a Facebook dataset. We resort to experiments and observe how much vulnerability an individual user can be decreased by unfriending a vulnerable friend. We compare performance of different unfriending strategies and discuss the security risk of new friend requests. Additionally, by employing different forms of social utility, we confirm that the balance between user vulnerability and social utility can be practically achieved.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 12,human relations movement;vulnerability;privacy;social network;information security;internet privacy;computer security;computer science;
Anomaly Detection from Incomplete Data,Siyuan Liu (Carnegie Mellon University);Lei Chen (Hong Kong University of Science and Technology);Lionel Ming-Shuan Ni (Hong Kong University of Science and Technology);,"2151890734,2318776917,2135854099","Anomaly detection (a.k.a., outlier or burst detection) is a well-motivated problem and a major data mining and knowledge discovery task. In this article, we study the problem of population anomaly detection, one of the key issues related to event monitoring and population management within a city. Through studying detected population anomalies, we can trace and analyze these anomalies, which could help to model city traffic design and event impact analysis and prediction. Although a significant and interesting issue, it is very hard to detect population anomalies and retrieve anomaly trajectories, especially given that it is difficult to get actual and sufficient population data. To address the difficulties of a lack of real population data, we take advantage of mobile phone networks, which offer enormous spatial and temporal communication data on persons. More importantly, we claim that we can utilize these mobile phone data to infer and approximate population data. Thus, we can study the population anomaly detection problem by taking advantages of unique features hidden in mobile phone data. In this article, we present a system to conduct Population Anomaly Detection (PAD). First, we propose an effective clustering method, correlation-based clustering , to cluster the incomplete location information from mobile phone data (i.e., from mobile call volume distribution to population density distribution). Then, we design an adaptive parameter-free detection method, R-scan , to capture the distributed dynamic anomalies. Finally, we devise an efficient algorithm, BT-miner , to retrieve anomaly trajectories . The experimental results from real-life mobile phone data confirm the effectiveness and efficiency of the proposed algorithms. Finally, the proposed methods are realized as a pilot system in a city in China.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 11,anomaly detection;computer security;data mining;machine learning;simulation;computer science;
Selecting the Right Correlation Measure for Binary Data,Lian Duan (New Jersey Institute of Technology);W. Nick Street (University of Iowa);Yanchi Liu (New Jersey Institute of Technology);Songhua Xu (New Jersey Institute of Technology);Brook Wu (New Jersey Institute of Technology);,"2301862080,2097544120,2703695699,2713965158,2113147883","Finding the most interesting correlations among items is essential for problems in many commercial, medical, and scientific domains. Although there are numerous measures available for evaluating correlations, different correlation measures provide drastically different results. Piatetsky-Shapiro provided three mandatory properties for any reasonable correlation measure, and Tan et al. proposed several properties to categorize correlation measures; however, it is still hard for users to choose the desirable correlation measures according to their needs. In order to solve this problem, we explore the effectiveness problem in three ways. First, we propose two desirable properties and two optional properties for correlation measure selection and study the property satisfaction for different correlation measures. Second, we study different techniques to adjust correlation measures and propose two new correlation measures: the Simplified χ 2 with Continuity Correction and the Simplified χ 2 with Support. Third, we analyze the upper and lower bounds of different measures and categorize them by the bound differences. Combining these three directions, we provide guidelines for users to choose the proper measure according to their needs.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 13,association rule learning;correlation;knowledge extraction;combinatorics;data mining;statistics;computer science;mathematics;
A Framework for Hierarchical Ensemble Clustering,Li Zheng (Nanjing University of Science and Technology);Tao Li (Florida International University);Chris H. Q. Ding (University of Texas at Arlington);,"2112178922,2472069284,2119616764","Ensemble clustering, as an important extension of the clustering problem, refers to the problem of combining different (input) clusterings of a given dataset to generate a final (consensus) clustering that is a better fit in some sense than existing clusterings. Over the past few years, many ensemble clustering approaches have been developed. However, most of them are designed for partitional clustering methods, and few research efforts have been reported for ensemble hierarchical clustering methods. In this article, a hierarchical ensemble clustering framework that can naturally combine both partitional clustering and hierarchical clustering results is proposed. In addition, a novel method for learning the ultra-metric distance from the aggregated distance matrices and generating final hierarchical clustering with enhanced cluster separation is developed based on the ultra-metric distance for hierarchical clustering. We study three important problems: dendrogram description, dendrogram combination, and dendrogram selection. We develop two approaches for dendrogram selection based on tree distances, and we investigate various dendrogram distances for representing dendrograms. We provide a systematic empirical study of the ensemble hierarchical clustering problem. Experimental results demonstrate the effectiveness of our proposed approaches.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 9,k medians clustering;hierarchical clustering of networks;flame clustering;brown clustering;canopy clustering algorithm;complete linkage clustering;dbscan;correlation clustering;cure data clustering algorithm;single linkage clustering;dendrogram;fuzzy clustering;clustering high dimensional data;hierarchical clustering;cluster analysis;consensus clustering;biclustering;conceptual clustering;data mining;pattern recognition;machine learning;mathematics;
Physics-Based Anomaly Detection Defined on Manifold Space,Hao Huang (Stony Brook University);Hong Qin (Stony Brook University);Shinjae Yoo (Brookhaven National Laboratory);Dantong Yu (Brookhaven National Laboratory);,"2223610432,2157485457,2132315744,2681571442","Current popular anomaly detection algorithms are capable of detecting global anomalies but often fail to distinguish local anomalies from normal instances. Inspired by contemporary physics theory (i.e., heat diffusion and quantum mechanics), we propose two unsupervised anomaly detection algorithms. Building on the embedding manifold derived from heat diffusion, we devise Local Anomaly Descriptor (LAD), which faithfully reveals the intrinsic neighborhood density. It uses a scale-dependent umbrella operator to bridge global and local properties, which makes LAD more informative within an adaptive scope of neighborhood. To offer more stability of local density measurement on scaling parameter tuning, we formulate Fermi Density Descriptor (FDD), which measures the probability of a fermion particle being at a specific location. By choosing the stable energy distribution function, FDD steadily distinguishes anomalies from normal instances with any scaling parameter setting. To further enhance the efficacy of our proposed algorithms, we explore the utility of anisotropic Gaussian kernel (AGK), which offers better manifold-aware affinity information. We also quantify and examine the effect of different Laplacian normalizations for anomaly detection. Comprehensive experiments on both synthetic and benchmark datasets verify that our proposed algorithms outperform the existing anomaly detection algorithms.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 14,heat equation;laplace operator;anomaly detection;combinatorics;machine learning;mathematical optimization;statistics;computer science;mathematics;
Toward Personalized Context Recognition for Mobile Users: A Semisupervised Bayesian HMM Approach,Baoxing Huai (University of Science and Technology of China);Enhong Chen (University of Science and Technology of China);Hengshu Zhu (University of Science and Technology of China);Hui Xiong (Rutgers–Newark);Tengfei Bao (University of Science and Technology of China);Qi Liu (University of Science and Technology of China);Jilei Tian (BMW);,"2007497029,2136372366,2098414524,2153710278,2112459816,2420624292,2098156231","The problem of mobile context recognition targets the identification of semantic meaning of context in a mobile environment. This plays an important role in understanding mobile user behaviors and thus provides the opportunity for the development of better intelligent context-aware services. A key step of context recognition is to model the personalized contextual information of mobile users. Although many studies have been devoted to mobile context modeling, limited efforts have been made on the exploitation of the sequential and dependency characteristics of mobile contextual information. Also, the latent semantics behind mobile context are often ambiguous and poorly understood. Indeed, a promising direction is to incorporate some domain knowledge of common contexts, such as “waiting for a bus” or “having dinner,” by modeling both labeled and unlabeled context data from mobile users because there are often few labeled contexts available in practice. To this end, in this article, we propose a sequence-based semisupervised approach to modeling personalized context for mobile users. Specifically, we first exploit the Bayesian Hidden Markov Model (B-HMM) for modeling context in the form of probabilistic distributions and transitions of raw context data. Also, we propose a sequential model by extending B-HMM with the prior knowledge of contextual features to model context more accurately. Then, to efficiently learn the parameters and initial values of the proposed models, we develop a novel approach for parameter estimation by integrating the Dirichlet Process Mixture (DPM) model and the Mixture Unigram (MU) model. Furthermore, by incorporating both user-labeled and unlabeled data, we propose a semisupervised learning-based algorithm to identify and model the latent semantics of context. Finally, experimental results on real-world data clearly validate both the efficiency and effectiveness of the proposed approaches for recognizing personalized context of mobile users.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 2 pp 10,context model;hidden markov model;data mining;pattern recognition;machine learning;computer science;
Uncovering Hierarchical and Overlapping Communities with a Local-First Approach,Michele Coscia (John F. Kennedy School of Government);Giulio Rossetti (Istituto di Scienza e Tecnologie dell'Informazione);Fosca Giannotti (Istituto di Scienza e Tecnologie dell'Informazione);Dino Pedreschi (University of Pisa);,"2105560137,2120671011,1205765909,7769909","Community discovery in complex networks is the task of organizing a network’s structure by grouping together nodes related to each other. Traditional approaches are based on the assumption that there is a global-level organization in the network. However, in many scenarios, each node is the bearer of complex information and cannot be classified in disjoint clusters. The top-down global view of the partition approach is not designed for this. Here, we represent this complex information as multiple latent labels, and we postulate that edges in the networks are created among nodes carrying similar labels. The latent labels are the communities a node belongs to and we discover them with a simple local-first approach to community discovery. This is achieved by democratically letting each node vote for the communities it sees surrounding it in its limited view of the global system, its ego neighborhood, using a label propagation algorithm, assuming that each node is aware of the label it shares with each of its connections. The local communities are merged hierarchically, unveiling the modular organization of the network at the global level and identifying overlapping groups and groups of groups. We tested this intuition against the state-of-the-art overlapping community discovery and found that our new method advances in the chosen scenarios in the quality of the obtained communities. We perform a test on benchmark and on real-world networks, evaluating the quality of the community coverage by using the extracted communities to predict the metadata attached to the nodes, which we consider external information about the latent labels. We also provide an explanation about why real-world networks contain overlapping communities and how our logic is able to capture them. Finally, we show how our method is deterministic, is incremental, and has a limited time complexity, so that it can be used on real-world scale networks.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 6,community structure;complex network;world wide web;data mining;machine learning;computer science;
GBAGC: A General Bayesian Framework for Attributed Graph Clustering,Zhiqiang Xu (Nanyang Technological University);Yiping Ke (The Chinese University of Hong Kong);Yi Wang (National University of Singapore);Hong Cheng (The Chinese University of Hong Kong);James Cheng (The Chinese University of Hong Kong);,"2139463856,2164055299,2644006323,2161754280,2304873892","Graph clustering, also known as community detection, is a long-standing problem in data mining. In recent years, with the proliferation of rich attribute information available for objects in real-world graphs, how to leverage not only structural but also attribute information for clustering attributed graphs becomes a new challenge. Most existing works took a distance-based approach. They proposed various distance measures to fuse structural and attribute information and then applied standard techniques for graph clustering based on these distance measures. In this article, we take an alternative view and propose a novel Bayesian framework for attributed graph clustering. Our framework provides a general and principled solution to modeling both the structural and the attribute aspects of a graph. It avoids the artificial design of a distance measure in existing methods and, furthermore, can seamlessly handle graphs with different types of edges and vertex attributes. We develop an efficient variational method for graph clustering under this framework and derive two concrete algorithms for clustering unweighted and weighted attributed graphs. Experimental results on large real-world datasets show that our algorithms significantly outperform the state-of-the-art distance-based method, in terms of both effectiveness and efficiency.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 5,k medians clustering;brown clustering;canopy clustering algorithm;correlation clustering;constrained clustering;data stream clustering;cure data clustering algorithm;single linkage clustering;clustering coefficient;fuzzy clustering;clustering high dimensional data;hierarchical clustering;bayesian probability;cluster analysis;consensus clustering;biclustering;data mining;pattern recognition;machine learning;statistics;mathematics;
An Optimization Framework for Combining Ensembles of Classifiers and Clusterers with Applications to Nontransductive Semisupervised Learning and Transfer Learning,Ayan Acharya (University of Texas at Austin);Eduardo Raul Hruschka (University of Texas at Austin);Joydeep Ghosh (University of Texas at Austin);Sreangsu Acharyya (University of Texas at Austin);,"2136895687,2122051151,2148168557,2148066727","Unsupervised models can provide supplementary soft constraints to help classify new “target” data because similar instances in the target set are more likely to share the same class label. Such models can also help detect possible differences between training and target distributions, which is useful in applications where concept drift may take place, as in transfer learning settings. This article describes a general optimization framework that takes as input class membership estimates from existing classifiers learned on previously encountered “source” (or training) data, as well as a similarity matrix from a cluster ensemble operating solely on the target (or test) data to be classified, and yields a consensus labeling of the target data. More precisely, the application settings considered are nontransductive semisupervised and transfer learning scenarios where the training data are used only to build an ensemble of classifiers and are subsequently discarded before classifying the target data. The framework admits a wide range of loss functions and classification/clustering methods. It exploits properties of Bregman divergences in conjunction with Legendre duality to yield a principled and scalable approach. A variety of experiments show that the proposed framework can yield results substantially superior to those provided by naively applying classifiers learned on the original task to the target data. In addition, we show that the proposed approach, even not being conceptually transductive, can provide better results compared to some popular transductive learning techniques.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 1-35,design;theory;performance;semi supervised learning;data mining;pattern recognition;machine learning;computer science;
Structured Sparse Boosting for Graph Classification,Hongliang Fei (University of Kansas);Jun Huan (University of Kansas);,"2125525699,2139058963","Boosting is a highly effective algorithm that produces a linear combination of weak classifiers (a.k.a. base learners) to obtain high-quality classification models. In this article, we propose a generalized logit boost algorithm in which base learners have structural relationships in the functional space. Although such relationships are generic, our work is particularly motivated by the emerging topic of pattern-based classification for semistructured data including graphs. Toward an efficient incorporation of the structure information, we have designed a general model in which we use an undirected graph to capture the relationship of subgraph-based base learners. In our method, we employ both L 1 and Laplacian-based L 2 regularization to logit boosting to achieve model sparsity and smoothness in the functional space spanned by the base learners. We have derived efficient optimization algorithms based on coordinate descent for the new boosting formulation and theoretically prove that it exhibits a natural grouping effect for nearby spatial or overlapping base learners and that the resulting estimator is consistent. Additionally, motivated by the connection between logit boosting and logistic regression, we extend our structured sparse regularization framework to logistic regression for vectorial data in which features are structured. Using comprehensive experimental study and comparing our work with the state-of-the-art, we have demonstrated the effectiveness of the proposed learning method.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 4,gradient boosting;boosting;regularization;logistic regression;feature selection;data mining;pattern recognition;machine learning;mathematical optimization;statistics;computer science;mathematics;
Bayesian Variable Selection in Linear Regression in One Pass for Large Datasets,Carlos Ordonez (University of Houston);Carlos Garcia-Alvarado (University of Houston);Veerabhadaran Baladandayuthapani (University of Texas MD Anderson Cancer Center);,"2165938062,2016997139,2229728867","Bayesian models are generally computed with Markov Chain Monte Carlo (MCMC) methods. The main disadvantage of MCMC methods is the large number of iterations they need to sample the posterior distributions of model parameters, especially for large datasets. On the other hand, variable selection remains a challenging problem due to its combinatorial search space, where Bayesian models are a promising solution. In this work, we study how to accelerate Bayesian model computation for variable selection in linear regression. We propose a fast Gibbs sampler algorithm, a widely used MCMC method that incorporates several optimizations. We use a Zellner prior for the regression coefficients, an improper prior on variance, and a conjugate prior Gaussian distribution, which enable dataset summarization in one pass, thus exploiting an augmented set of sufficient statistics. Thereafter, the algorithm iterates in main memory. Sufficient statistics are indexed with a sparse binary vector to efficiently compute matrix projections based on selected variables. Discovered variable subsets probabilities, selecting and discarding each variable, are stored on a hash table for fast retrieval in future iterations. We study how to integrate our algorithm into a Database Management System (DBMS), exploiting aggregate User-Defined Functions for parallel data summarization and stored procedures to manipulate matrices with arrays. An experimental evaluation with real datasets evaluates accuracy and time performance, comparing our DBMS-based algorithm with the R package. Our algorithm is shown to produce accurate results, scale linearly on dataset size, and run orders of magnitude faster than the R package.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 3,sufficient statistic;gibbs sampling;markov chain monte carlo;feature selection;econometrics;data mining;machine learning;statistics;computer science;mathematics;
A Framework for Exploiting Local Information to Enhance Density Estimation of Data Streams,Arnold P. Boedihardjo (United States Army Corps of Engineers);Chang-Tien Lu (Virginia Tech);Bingsheng Wang (Virginia Tech);,"240228327,2112878203,2120130302","The Probability Density Function (PDF) is the fundamental data model for a variety of stream mining algorithms. Existing works apply the standard nonparametric Kernel Density Estimator (KDE) to approximate the PDF of data streams. As a result, the stream-based KDEs cannot accurately capture complex local density features. In this article, we propose the use of Local Region (LRs) to model local density information in univariate data streams. In-depth theoretical analyses are presented to justify the effectiveness of the LR-based KDE. Based on the analyses, we develop the General Local rEgion AlgorithM (GLEAM) to enhance the estimation quality of structurally complex univariate distributions for existing stream-based KDEs. A set of algorithmic optimizations is designed to improve the query throughput of GLEAM and to achieve its linear order computation. Additionally, a comprehensive suite of experiments was conducted to test the effectiveness and efficiency of GLEAM.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 2,theoretical computer science;data mining;machine learning;statistics;computer science;
A Generic Multilabel Learning-Based Classification Algorithm Recommendation Method,Guangtao Wang (Xi'an Jiaotong University);Qinbao Song (Xi'an Jiaotong University);Xueying Zhang (Xi'an Jiaotong University);Kaiyuan Zhang (Xi'an Jiaotong University);,"2130410677,2084840102,2192643526,2227212411","As more and more classification algorithms continue to be developed, recommending appropriate algorithms to a given classification problem is increasingly important. This article first distinguishes the algorithm recommendation methods by two dimensions: (1) meta-features, which are a set of measures used to characterize the learning problems, and (2) meta-target, which represents the relative performance of the classification algorithms on the learning problem. In contrast to the existing algorithm recommendation methods whose meta-target is usually in the form of either the ranking of candidate algorithms or a single algorithm, this article proposes a new and natural multilabel form to describe the meta-target. This is due to the fact that there would be multiple algorithms being appropriate for a given problem in practice. Furthermore, a novel multilabel learning-based generic algorithm recommendation method is proposed, which views the algorithm recommendation as a multilabel learning problem and solves the problem by the mature multilabel learning algorithms. To evaluate the proposed multilabel learning-based recommendation method, extensive experiments with 13 well-known classification algorithms, two kinds of meta-targets such as algorithm ranking and single algorithm, and five different kinds of meta-features are conducted on 1,090 benchmark learning problems. The results show the effectiveness of our proposed multilabel learning-based recommendation method.",2014,ACM Transactions on Knowledge Discovery From Data volume 9 issue 1 pp 7,data mining;pattern recognition;machine learning;mathematics;
Efficient Discovery of Association Rules and Frequent Itemsets through Sampling with Tight Performance Guarantees,Matteo Riondato (Brown University);Eli Upfal (Brown University);,"1555209364,2685185700","The tasks of extracting (top- K ) Frequent Itemsets (FIs) and Association Rules (ARs) are fundamental primitives in data mining and database applications. Exact algorithms for these problems exist and are widely used, but their running time is hindered by the need of scanning the entire dataset, possibly multiple times. High-quality approximations of FIs and ARs are sufficient for most practical uses. Sampling techniques can be used for fast discovery of approximate solutions, but works exploring this technique did not provide satisfactory performance guarantees on the quality of the approximation due to the difficulty of bounding the probability of under- or oversampling any one of an unknown number of frequent itemsets. We circumvent this issue by applying the statistical concept of Vapnik-Chervonenkis (VC) dimension to develop a novel technique for providing tight bounds on the sample size that guarantees approximation of the (top- K ) FIs and ARs within user-specified parameters. The resulting sample size is linearly dependent on the VC-dimension of a range space associated with the dataset. We analyze the VC-dimension of this range space and show that it is upper bounded by an easy-to-compute characteristic quantity of the dataset, the d-index , namely, the maximum integer d such that the dataset contains at least d transactions of length at least d such that no one of them is a superset of or equal to another. We show that this bound is tight for a large class of datasets. The resulting sample size is a significant improvement over previous known results. We present an extensive experimental evaluation of our technique on real and artificial datasets, demonstrating the practicality of our methods, and showing that they achieve even higher quality approximations than what is guaranteed by the analysis.",2014,ACM Transactions on Knowledge Discovery From Data volume 8 issue 4 pp 20,vc dimension;association rule learning;sampling;data mining;database;machine learning;computer science;mathematics;
MDL4BMF: Minimum Description Length for Boolean Matrix Factorization,Pauli Miettinen (Max Planck Society);Jilles Vreeken (Max Planck Society);,"2015634213,1971070670","Matrix factorizations—where a given data matrix is approximated by a product of two or more factor matrices—are powerful data mining tools. Among other tasks, matrix factorizations are often used to separate global structure from noise. This, however, requires solving the “model order selection problem” of determining the proper rank of the factorization, that is, to answer where fine-grained structure stops, and where noise starts. Boolean Matrix Factorization (BMF)—where data, factors, and matrix product are Boolean—has in recent years received increased attention from the data mining community. The technique has desirable properties, such as high interpretability and natural sparsity. Yet, so far no method for selecting the correct model order for BMF has been available. In this article, we propose the use of the Minimum Description Length (MDL) principle for this task. Besides solving the problem, this well-founded approach has numerous benefits; for example, it is automatic, does not require a likelihood function, is fast, and, as experiments show, is highly accurate. We formulate the description length function for BMF in general—making it applicable for any BMF algorithm. We discuss how to construct an appropriate encoding: starting from a simple and intuitive approach, we arrive at a highly efficient data-to-model--based encoding for BMF. We extend an existing algorithm for BMF to use MDL to identify the best Boolean matrix factorization, analyze the complexity of the problem, and perform an extensive experimental evaluation to study its behavior.",2014,ACM Transactions on Knowledge Discovery From Data volume 8 issue 4 pp 1-31,model selection;automatic summarization;discrete mathematics;combinatorics;data mining;machine learning;statistics;computer science;mathematics;
